cites,authors,title,year,source,publisher,articleurl,citesurl,gsrank,querydate,type,doi,issn,citationurl,volume,issue,startpage,endpage,ecc,citesperyear,citesperauthor,authorcount,age,abstract,fulltexturl,relatedurl,title_clean,doi_clean
88,"M Monteiro, C Stari, C Cabeza, AC Martí",The polarization of light and Malus' law using smartphones,2017.0,The Physics Teacher,pubs.aip.org,https://pubs.aip.org/aapt/pte/article/55/5/264/277793,https://scholar.google.com/scholar?cites=2453558889449439841&as_sdt=2005&sciodt=2007&hl=en,389,8/22/24 10:20,,,,,,,,,88,12.57,22,4,7.0,"Originally an empirical law, nowadays Malus’ law is seen as a key experiment to demonstrate the transverse nature of electromagnetic waves, as well as the intrinsic connection …",https://arxiv.org/pdf/1607.02659,https://scholar.google.com/scholar?q=related:YcIiec_KDCIJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,the polarization of light and malus' law using smartphones,
76,"J Bonvoisin, R Mies, JF Boujut, R Stark",What is the “source” of open source hardware?,2017.0,Journal of Open Hardware,ojs.lib.uwo.ca,https://ojs.lib.uwo.ca/index.php/openhardware/article/view/17830,https://scholar.google.com/scholar?cites=16177443019415216237&as_sdt=2005&sciodt=2007&hl=en,2,8/22/24 10:20,,,,,,,,,76,10.86,19,4,7.0,… tend to interpret the concept of open source hardware. It specifically focuses on the recent … of non-electronic and complex open source hardware products. The empirical results strongly …,https://ojs.lib.uwo.ca/index.php/openhardware/article/download/17830/13438,https://scholar.google.com/scholar?q=related:beBd4rbSgeAJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,what is the “source” of open source hardware?,
74,"Michael D. M. Dryden, R. Fobel, C. Fobel, A. R. Wheeler",Upon the Shoulders of Giants: Open-Source Hardware and Software in Analytical Chemistry.,2017.0,,,,,43,8/22/24 15:04,,10.1021/acs.analchem.7b00485,,,,,,,74,10.57,19,4,7.0,"Isaac Newton famously observed that ""if I have seen further it is by standing on the shoulders of giants."" We propose that this sentiment is a powerful motivation for the ""open-source"" movement in scientific research, in which creators provide everything needed to replicate a given project online, as well as providing explicit permission for users to use, improve, and share it with others. Here, we write to introduce analytical chemists who are new to the open-source movement to best practices and concepts in this area and to survey the state of open-source research in analytical chemistry. We conclude by considering two examples of open-source projects from our own research group, with the hope that a description of the process, motivations, and results will provide a convincing argument about the benefits that this movement brings to both creators and users.",,,upon the shoulders of giants: open-source hardware and software in analytical chemistry.,10.1021/acs.analchem.7b00485
70,"Michael D. M. Dryden, Ryan Fobel, Christian Fobel, Aaron R. Wheeler",Upon the Shoulders of Giants: Open-Source Hardware and Software in Analytical Chemistry,2017.0,Analytical Chemistry,American Chemical Society (ACS),http://dx.doi.org/10.1021/acs.analchem.7b00485,,526,8/22/24 15:14,journal-article,10.1021/acs.analchem.7b00485,0003-2700,,89.0,8.0,4330.0,4338.0,70,10.0,18,4,7.0,,http://pubs.acs.org/doi/pdf/10.1021/acs.analchem.7b00485,,upon the shoulders of giants: open-source hardware and software in analytical chemistry,10.1021/acs.analchem.7b00485
65,"Christopher Celio, B. Nikolić",BOOM v 2 an open-source out-of-order RISC-V core,2017.0,,,,,253,8/22/24 15:04,,,,,,,,,65,9.29,33,2,7.0,"This paper presents BOOM version 2, an updated version of the Berkeley Out-of-Order Machine first presented in [3]. The design exploration was performed through synthesis, place and route using the foundry-provided standard-cell library and the memory compiler in the TSMC 28 nm HPM process (high performance mobile). BOOM is an open-source processor that implements the RV64G RISC-V Instruction Set Architecture (ISA). Like most contemporary high-performance cores, BOOM is superscalar (able to execute multiple instructions per cycle) and out-oforder (able to execute instructions as their dependencies are resolved and not restricted to their program order). BOOM is implemented as a parameterizable generator written using the Chisel hardware construction language [2] that can used to generate synthesizable implementations targeting both FPGAs and ASICs. BOOMv2 is an update in which the design effort has been informed by analysis of synthesized, placed and routed data provided by a contemporary industrial tool flow. We also had access to standard singleand dual-ported memory compilers provided by the foundry, allowing us to explore design trade-offs using different SRAM memories and comparing against synthesized flip-flop arrays. The main distinguishing features of BOOMv2 include an updated 3-stage front-end design with a bigger set-associative Branch Target Buffer (BTB); a pipelined register rename stage; split floating point and integer register files; a dedicated floating point pipeline; separate issue windows for floating point, integer, and memory micro-operations; and separate stages for issue-select and register read. Managing the complexity of the register file was the largest obstacle to improving BOOM’s clock frequency. We spent considerable effort on placing-and-routing a semi-custom 9port register file to explore the potential improvements over a fully synthesized design, in conjunction with microarchitectural techniques to reduce the size and port count of the register file. BOOMv2 has a 37 fanout-of-four (FO4) inverter delay after synthesis and 50 FO4 after place-and-route, a 24% reduction from BOOMv1’s 65 FO4 after place-and-route. Unfortunately, instruction per cycle (IPC) performance drops up to 20%, mostly due to the extra latency between load instructions and dependent instructions. However, the new BOOMv2 physical design paves the way for IPC recovery later. BOOMv1-2f3i int/idiv/fdiv",,,boom v 2 an open-source out-of-order risc-v core,
47,"S Lee, H Baek, J Jahng",Governance strategies for open collaboration: Focusing on resource allocation in open source software development organizations,2017.0,International Journal of Information Management,Elsevier,https://www.sciencedirect.com/science/article/pii/S0268401216308623,https://scholar.google.com/scholar?cites=11627612125231746947&as_sdt=2005&sciodt=2007&hl=en,152,8/22/24 10:20,HTML,,,,,,,,47,6.71,16,3,7.0,"… (OSS) or open hardware development have shown how … could extend the theoretical and empirical implications of existing studies … To conduct an empirical test, we gather data of 18,844 …",https://www.sciencedirect.com/science/article/pii/S0268401216308623,https://scholar.google.com/scholar?q=related:g492Rp-TXaEJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,governance strategies for open collaboration: focusing on resource allocation in open source software development organizations,
44,J Pearce,Impacts of open source hardware in science and engineering,2017.0,The Bridge,hal.science,https://hal.science/hal-02111398/,https://scholar.google.com/scholar?cites=12356530232404415109&as_sdt=2005&sciodt=2007&hl=en,14,8/22/24 10:20,,,,,,,,,44,6.29,44,1,7.0,"… research while improving it by supporting the development of free and open source hardware (FOSH) for science and engineering. By harnessing a scalable open source method, …",https://hal.science/hal-02111398/document,https://scholar.google.com/scholar?q=related:hRLXVsc2e6sJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,impacts of open source hardware in science and engineering,
35,"WM Bessa, E Kreuzer, J Lange, MA Pick, ...",Design and adaptive depth control of a micro diving agent,2017.0,IEEE Robotics and …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7945484/,https://scholar.google.com/scholar?cites=15037142690220621625&as_sdt=2005&sciodt=2007&hl=en,265,8/22/24 10:20,,,,,,,,,35,5.0,7,5,7.0,"… ADA consists of offthe-shelf components and features open-source hardware and firmware. … hand, depends on the estimation of empirical coefficients. These coefficients vary depending …",https://ieeexplore.ieee.org/iel7/7083369/7951151/07945484.pdf,https://scholar.google.com/scholar?q=related:OT92R5uprtAJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,design and adaptive depth control of a micro diving agent,
32,"Oren Lederman, D. Calacci, Angus MacMullen, Daniel C. Fehder, Fiona E. Murray, A. Pentland",Open Badges: A Low-Cost Toolkit for Measuring Team Communication and Dynamics,2017.0,,,,,513,8/22/24 15:04,,,,,,,,,32,4.57,5,6,7.0,"We present Open Badges, an open-source framework an toolkit for measuring and shaping face-to-face social interactions using either custom hardware devices or smart phones, and real-time web-based visualizations. Open Badges is a modular system that allows researchers to monitor and collect interaction data from people engaged in real-life social settings. In this paper we describe the technical aspects of the Open Badges project and the motivation for its creation.",,,open badges: a low-cost toolkit for measuring team communication and dynamics,
32,"J Bonvoisin, L Thomas, R Mies, R Stark, ...",Current state of practices in open source product development,2017.0,… on engineering design …,hal.science,https://hal.science/hal-01578044/,https://scholar.google.com/scholar?cites=7879605990628387010&as_sdt=2005&sciodt=2007&hl=en,73,8/22/24 10:20,,,,,,,,,32,4.57,6,5,7.0,… and comparative empirical study performed with … open source hardware products in a collaborative process permitting the participation of any person interested. Open source hardware …,https://hal.science/hal-01578044/document,https://scholar.google.com/scholar?q=related:wuhxieb7WW0J:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,current state of practices in open source product development,
32,Ιωάννης Σόφιος,Trusted execution environment,2017.0,,,,,995,8/22/24 15:04,,,,,,,,,32,4.57,32,1,7.0,"As Mc Gillion, Dettenborn, & Nyman described, hardware-based Trusted Execution Environments (TEEs) are widely deployed in mobile devices. Yet their use has been limited primarily to applications developed by the device vendors. Recent standardization of TEE interfaces by GlobalPlatform (GP) promises to partially address this problem by enabling GP-compliant trusted applications to run on TEEs from different vendors. Nevertheless ordinary developers wishing to develop trusted applications face significant challenges. Access to hardware TEE interfaces are difficult to obtain without support from vendors. Tools and software needed to develop and debug trusted applications may be expensive or non-existent. Open-TEE conforms to GP specifications. It allows developers to develop and debug trusted applications with the same tools they use for developing software in general. Once a trusted application is fully debugged, it can be compiled for any actual hardware TEE. Through performance measurements and a user study we demonstrate that Open-TEE is efficient and easy to use. We have made OpenTEE freely available as open source",,,trusted execution environment,
31,"Z Li, W Seering, JD Ramos, ...",Why open source?: Exploring the motivations of using an open model for hardware development,2017.0,… and Information in …,asmedigitalcollection.asme.org,https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2017/58110/259129,https://scholar.google.com/scholar?cites=2809047594502622888&as_sdt=2005&sciodt=2007&hl=en,7,8/22/24 10:20,,,,,,,,,31,4.43,8,4,7.0,"… open hardware companies from diverse areas and different countries, we attempt to understand open source hardware … approach to perform an empirical study on motivations of OSH …",https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-pdf/IDETC-CIE2017/58110/V001T02A059/2473239/v001t02a059-detc2017-68195.pdf,https://scholar.google.com/scholar?q=related:qI5-e-e9-yYJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,why open source?: exploring the motivations of using an open model for hardware development,
29,G Ravazzani,Open hardware portable dual-probe heat-pulse sensor for measuring soil thermal properties and water content,2017.0,Computers and Electronics in Agriculture,Elsevier,https://www.sciencedirect.com/science/article/pii/S0168169916301922,https://scholar.google.com/scholar?cites=10659018308204970997&as_sdt=2005&sciodt=2007&hl=en,137,8/22/24 10:20,,,,,,,,,29,4.14,29,1,7.0,A portable probe based on open hardware architecture for the assessment of soil thermal properties and water content using the DPHP method is presented. The mean percentage …,http://www.ravazzani.it/wp-content/papercite-data/pdf/pres2016e.pdf,https://scholar.google.com/scholar?q=related:9UPxaq1w7JMJ:scholar.google.com/&scioq=%22open+source+hardware%22%7C%22open+source+hardware%22%7C%22open+hardware%22+%22empirical%22&hl=en&as_sdt=2007,open hardware portable dual-probe heat-pulse sensor for measuring soil thermal properties and water content,
